pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,offset1_wn16,offset2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,wn_domain_feature
v,follow.v.22,follow.v.12,pursue.v.2,trace.v.1,01365204-v,00494265-v,follow in or as if in pursuit,follow in or as if in pursuit,"follow, discover, or ascertain the course of development of something","follow, discover, or ascertain the course of development of something",1.0
v,follow.v.22,follow.v.13,pursue.v.2,watch.v.2,01365204-v,01673353-v,follow in or as if in pursuit,follow in or as if in pursuit,follow with the eyes or the mind,follow with the eyes or the mind,1.0
v,follow.v.22,follow.v.16,pursue.v.2,keep_up.v.4,01365204-v,00079065-v,follow in or as if in pursuit,follow in or as if in pursuit,keep informed,keep informed,1.0
v,follow.v.22,follow.v.21,pursue.v.2,follow.v.21,01365204-v,01505608-v,follow in or as if in pursuit,follow in or as if in pursuit,keep under surveillance,keep under surveillance,1.0
v,follow.v.23,follow.v.2,follow.v.23,postdate.v.1,00398033-v,01853077-v,grasp the meaning,grasp the meaning,be later in time,be later in time,1.0
v,follow.v.23,follow.v.6,follow.v.23,follow.v.6,00398033-v,01859779-v,grasp the meaning,grasp the meaning,"come after in time, as a result","come after in time, as a result",1.0
v,follow.v.23,follow.v.8,follow.v.23,follow.v.8,00398033-v,01859969-v,grasp the meaning,grasp the meaning,be next,be next,1.0
v,follow.v.23,follow.v.10,follow.v.23,follow.v.10,00398033-v,01860122-v,grasp the meaning,grasp the meaning,to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.23,follow.v.14,follow.v.23,succeed.v.2,00398033-v,01639176-v,grasp the meaning,grasp the meaning,be the successor  (of),be the successor of,1.0
v,follow.v.23,follow.v.17,follow.v.23,come.v.5,00398033-v,01790831-v,grasp the meaning,grasp the meaning,to be the product or result,to be the product or result,1.0
v,follow.v.23,follow.v.5,follow.v.23,comply.v.1,00398033-v,01733557-v,grasp the meaning,grasp the meaning,"act in accordance with someone's rules, commands, or wishes",be compliant; go along with; act in agreement with,1.0
v,follow.v.23,follow.v.7,follow.v.23,follow.v.7,00398033-v,00102489-v,grasp the meaning,grasp the meaning,behave in accordance or in agreement with,behave in accordance or in agreement with,1.0
v,follow.v.23,follow.v.9,follow.v.23,adopt.v.1,00398033-v,01602355-v,grasp the meaning,grasp the meaning,"choose and follow; as of theories, ideas, policies, strategies or plans","choose and follow; as of theories, ideas, policies, strategies or plans",1.0
v,follow.v.23,follow.v.11,follow.v.23,take_after.v.2,00398033-v,01192264-v,grasp the meaning,grasp the meaning,imitate in behavior; take as a model,imitate in behavior; take as a model,1.0
v,follow.v.23,follow.v.18,follow.v.23,follow.v.18,00398033-v,01774647-v,grasp the meaning,grasp the meaning,accept and follow the leadership or command or guidance of,accept and follow the leadership of command or guidance of,1.0
v,follow.v.23,follow.v.19,follow.v.23,follow.v.19,00398033-v,01747044-v,grasp the meaning,grasp the meaning,adhere to or practice,adhere to or practice,1.0
v,follow.v.23,follow.v.20,follow.v.23,be.v.8,00398033-v,01666138-v,grasp the meaning,grasp the meaning,"work in a specific place, with a specific subject, or in a specific function","work in a specific place, with a specific subject, or in a specific function; She is our resident philosopherShe works as a waitress to put herself through law school""",1.0
v,follow.v.23,follow.v.24,follow.v.23,stick_to.v.3,00398033-v,00244173-v,grasp the meaning,grasp the meaning,keep to,keep to:,1.0
v,follow.v.23,follow.v.12,follow.v.23,trace.v.1,00398033-v,00494265-v,grasp the meaning,grasp the meaning,"follow, discover, or ascertain the course of development of something","follow, discover, or ascertain the course of development of something",1.0
v,follow.v.23,follow.v.13,follow.v.23,watch.v.2,00398033-v,01673353-v,grasp the meaning,grasp the meaning,follow with the eyes or the mind,follow with the eyes or the mind,1.0
v,follow.v.23,follow.v.16,follow.v.23,keep_up.v.4,00398033-v,00079065-v,grasp the meaning,grasp the meaning,keep informed,keep informed,1.0
v,follow.v.23,follow.v.21,follow.v.23,follow.v.21,00398033-v,01505608-v,grasp the meaning,grasp the meaning,keep under surveillance,keep under surveillance,1.0
v,follow.v.2,follow.v.6,postdate.v.1,follow.v.6,01853077-v,01859779-v,be later in time,be later in time,"come after in time, as a result","come after in time, as a result",1.0
v,follow.v.2,follow.v.8,postdate.v.1,follow.v.8,01853077-v,01859969-v,be later in time,be later in time,be next,be next,1.0
v,follow.v.2,follow.v.10,postdate.v.1,follow.v.10,01853077-v,01860122-v,be later in time,be later in time,to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.2,follow.v.14,postdate.v.1,succeed.v.2,01853077-v,01639176-v,be later in time,be later in time,be the successor  (of),be the successor of,1.0
v,follow.v.2,follow.v.17,postdate.v.1,come.v.5,01853077-v,01790831-v,be later in time,be later in time,to be the product or result,to be the product or result,1.0
v,follow.v.2,follow.v.5,postdate.v.1,comply.v.1,01853077-v,01733557-v,be later in time,be later in time,"act in accordance with someone's rules, commands, or wishes",be compliant; go along with; act in agreement with,1.0
v,follow.v.2,follow.v.7,postdate.v.1,follow.v.7,01853077-v,00102489-v,be later in time,be later in time,behave in accordance or in agreement with,behave in accordance or in agreement with,1.0
v,follow.v.2,follow.v.9,postdate.v.1,adopt.v.1,01853077-v,01602355-v,be later in time,be later in time,"choose and follow; as of theories, ideas, policies, strategies or plans","choose and follow; as of theories, ideas, policies, strategies or plans",1.0
v,follow.v.2,follow.v.11,postdate.v.1,take_after.v.2,01853077-v,01192264-v,be later in time,be later in time,imitate in behavior; take as a model,imitate in behavior; take as a model,1.0
v,follow.v.2,follow.v.18,postdate.v.1,follow.v.18,01853077-v,01774647-v,be later in time,be later in time,accept and follow the leadership or command or guidance of,accept and follow the leadership of command or guidance of,1.0
v,follow.v.2,follow.v.19,postdate.v.1,follow.v.19,01853077-v,01747044-v,be later in time,be later in time,adhere to or practice,adhere to or practice,1.0
v,follow.v.2,follow.v.20,postdate.v.1,be.v.8,01853077-v,01666138-v,be later in time,be later in time,"work in a specific place, with a specific subject, or in a specific function","work in a specific place, with a specific subject, or in a specific function; She is our resident philosopherShe works as a waitress to put herself through law school""",1.0
v,follow.v.2,follow.v.24,postdate.v.1,stick_to.v.3,01853077-v,00244173-v,be later in time,be later in time,keep to,keep to:,1.0
v,follow.v.2,follow.v.12,postdate.v.1,trace.v.1,01853077-v,00494265-v,be later in time,be later in time,"follow, discover, or ascertain the course of development of something","follow, discover, or ascertain the course of development of something",1.0
v,follow.v.2,follow.v.13,postdate.v.1,watch.v.2,01853077-v,01673353-v,be later in time,be later in time,follow with the eyes or the mind,follow with the eyes or the mind,1.0
v,follow.v.2,follow.v.16,postdate.v.1,keep_up.v.4,01853077-v,00079065-v,be later in time,be later in time,keep informed,keep informed,1.0
v,follow.v.2,follow.v.21,postdate.v.1,follow.v.21,01853077-v,01505608-v,be later in time,be later in time,keep under surveillance,keep under surveillance,1.0
v,follow.v.6,follow.v.8,follow.v.6,follow.v.8,01859779-v,01859969-v,"come after in time, as a result","come after in time, as a result",be next,be next,1.0
v,follow.v.6,follow.v.10,follow.v.6,follow.v.10,01859779-v,01860122-v,"come after in time, as a result","come after in time, as a result",to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.6,follow.v.14,follow.v.6,succeed.v.2,01859779-v,01639176-v,"come after in time, as a result","come after in time, as a result",be the successor  (of),be the successor of,1.0
v,follow.v.6,follow.v.17,follow.v.6,come.v.5,01859779-v,01790831-v,"come after in time, as a result","come after in time, as a result",to be the product or result,to be the product or result,1.0
v,follow.v.6,follow.v.5,follow.v.6,comply.v.1,01859779-v,01733557-v,"come after in time, as a result","come after in time, as a result","act in accordance with someone's rules, commands, or wishes",be compliant; go along with; act in agreement with,1.0
v,follow.v.6,follow.v.7,follow.v.6,follow.v.7,01859779-v,00102489-v,"come after in time, as a result","come after in time, as a result",behave in accordance or in agreement with,behave in accordance or in agreement with,1.0
v,follow.v.6,follow.v.9,follow.v.6,adopt.v.1,01859779-v,01602355-v,"come after in time, as a result","come after in time, as a result","choose and follow; as of theories, ideas, policies, strategies or plans","choose and follow; as of theories, ideas, policies, strategies or plans",1.0
v,follow.v.6,follow.v.11,follow.v.6,take_after.v.2,01859779-v,01192264-v,"come after in time, as a result","come after in time, as a result",imitate in behavior; take as a model,imitate in behavior; take as a model,1.0
v,follow.v.6,follow.v.18,follow.v.6,follow.v.18,01859779-v,01774647-v,"come after in time, as a result","come after in time, as a result",accept and follow the leadership or command or guidance of,accept and follow the leadership of command or guidance of,1.0
v,follow.v.6,follow.v.19,follow.v.6,follow.v.19,01859779-v,01747044-v,"come after in time, as a result","come after in time, as a result",adhere to or practice,adhere to or practice,1.0
v,follow.v.6,follow.v.20,follow.v.6,be.v.8,01859779-v,01666138-v,"come after in time, as a result","come after in time, as a result","work in a specific place, with a specific subject, or in a specific function","work in a specific place, with a specific subject, or in a specific function; She is our resident philosopherShe works as a waitress to put herself through law school""",1.0
v,follow.v.6,follow.v.24,follow.v.6,stick_to.v.3,01859779-v,00244173-v,"come after in time, as a result","come after in time, as a result",keep to,keep to:,1.0
v,follow.v.6,follow.v.12,follow.v.6,trace.v.1,01859779-v,00494265-v,"come after in time, as a result","come after in time, as a result","follow, discover, or ascertain the course of development of something","follow, discover, or ascertain the course of development of something",1.0
v,follow.v.6,follow.v.13,follow.v.6,watch.v.2,01859779-v,01673353-v,"come after in time, as a result","come after in time, as a result",follow with the eyes or the mind,follow with the eyes or the mind,1.0
v,follow.v.6,follow.v.16,follow.v.6,keep_up.v.4,01859779-v,00079065-v,"come after in time, as a result","come after in time, as a result",keep informed,keep informed,1.0
v,follow.v.6,follow.v.21,follow.v.6,follow.v.21,01859779-v,01505608-v,"come after in time, as a result","come after in time, as a result",keep under surveillance,keep under surveillance,1.0
v,follow.v.8,follow.v.10,follow.v.8,follow.v.10,01859969-v,01860122-v,be next,be next,to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.8,follow.v.14,follow.v.8,succeed.v.2,01859969-v,01639176-v,be next,be next,be the successor  (of),be the successor of,1.0
v,follow.v.8,follow.v.17,follow.v.8,come.v.5,01859969-v,01790831-v,be next,be next,to be the product or result,to be the product or result,1.0
