pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,sense1_topic,sense2_topic,topic_similarity
n,care.n.2,care.n.5,caution.n.3,care.n.5,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,attention and management implying responsibility for safety,attention and management implying responsibility for safety,tf_idfBNC_filt.caution.n.3.txt,tf_idfBNC_filt.care.n.5.txt,0.8576751287861668
n,care.n.2,care.n.6,caution.n.3,care.n.6,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order,tf_idfBNC_filt.caution.n.3.txt,tf_idfBNC_filt.care.n.6.txt,0.8768962288725746
n,care.n.3,care.n.4,concern.n.2,care.n.4,an anxious feeling,an anxious feeling,a cause for feeling concern,a cause for feeling concern,tf_idfBNC_filt.concern.n.2.txt,tf_idfBNC_filt.care.n.4.txt,0.953643876818172
n,care.n.3,care.n.1,concern.n.2,care.n.1,an anxious feeling,an anxious feeling,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something,tf_idfBNC_filt.concern.n.2.txt,tf_idfBNC_filt.care.n.1.txt,0.6320144503676851
n,care.n.3,care.n.5,concern.n.2,care.n.5,an anxious feeling,an anxious feeling,attention and management implying responsibility for safety,attention and management implying responsibility for safety,tf_idfBNC_filt.concern.n.2.txt,tf_idfBNC_filt.care.n.5.txt,0.7625210142606649
n,care.n.3,care.n.6,concern.n.2,care.n.6,an anxious feeling,an anxious feeling,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order,tf_idfBNC_filt.concern.n.2.txt,tf_idfBNC_filt.care.n.6.txt,0.7919706865692784
n,care.n.4,care.n.1,care.n.4,care.n.1,a cause for feeling concern,a cause for feeling concern,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something,tf_idfBNC_filt.care.n.4.txt,tf_idfBNC_filt.care.n.1.txt,0.3986678738284957
n,care.n.4,care.n.5,care.n.4,care.n.5,a cause for feeling concern,a cause for feeling concern,attention and management implying responsibility for safety,attention and management implying responsibility for safety,tf_idfBNC_filt.care.n.4.txt,tf_idfBNC_filt.care.n.5.txt,0.5529245564085792
n,care.n.4,care.n.6,care.n.4,care.n.6,a cause for feeling concern,a cause for feeling concern,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order,tf_idfBNC_filt.care.n.4.txt,tf_idfBNC_filt.care.n.6.txt,0.6096713853172631
n,care.n.1,care.n.5,care.n.1,care.n.5,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something,attention and management implying responsibility for safety,attention and management implying responsibility for safety,tf_idfBNC_filt.care.n.1.txt,tf_idfBNC_filt.care.n.5.txt,0.8988747993133416
n,care.n.1,care.n.6,care.n.1,care.n.6,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order,tf_idfBNC_filt.care.n.1.txt,tf_idfBNC_filt.care.n.6.txt,0.8278460281235585
n,care.n.5,care.n.6,care.n.5,care.n.6,attention and management implying responsibility for safety,attention and management implying responsibility for safety,activity involved in maintaining something in good working order,activity involved in maintaining something in good working order,tf_idfBNC_filt.care.n.5.txt,tf_idfBNC_filt.care.n.6.txt,0.9783192774957293
n,decade.n.1,decade.n.2,decade.n.1,ten.n.1,a period of 10 years,a period of 10 years,the cardinal number that is the sum of nine and one; the base of the decimal system,the cardinal number that is the sum of nine and one; the base of the decimal system,tf_idfBNC_filt.decade.n.1.txt,tf_idfBNC_filt.ten.n.1.txt,0.0
n,slice.n.1,slice.n.2,slice.n.1,piece.n.8,a share of something,a share of something,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion,tf_idfBNC_filt.slice.n.1.txt,tf_idfBNC_filt.piece.n.8.txt,0.8157144287805741
n,slice.n.1,slice.n.3,slice.n.1,cut.n.5,a share of something,a share of something,a wound made by cutting,a wound made by cutting,tf_idfBNC_filt.slice.n.1.txt,tf_idfBNC_filt.cut.n.5.txt,0.8441995241149327
n,slice.n.1,slice.n.5,slice.n.1,slice.n.5,a share of something,a share of something,a thin flat piece cut off of some object,a thin flat piece cut off of some object,tf_idfBNC_filt.slice.n.1.txt,tf_idfBNC_filt.slice.n.5.txt,0.87878890488587
n,slice.n.1,slice.n.6,slice.n.1,slice.n.6,a share of something,a share of something,a spatula for spreading paint or ink,a spatula for spreading paint or ink,tf_idfBNC_filt.slice.n.1.txt,tf_idfBNC_filt.slice.n.6.txt,0.966989003847391
n,slice.n.2,slice.n.3,piece.n.8,cut.n.5,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion,a wound made by cutting,a wound made by cutting,tf_idfBNC_filt.piece.n.8.txt,tf_idfBNC_filt.cut.n.5.txt,0.8486079014032595
n,slice.n.2,slice.n.5,piece.n.8,slice.n.5,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion,a thin flat piece cut off of some object,a thin flat piece cut off of some object,tf_idfBNC_filt.piece.n.8.txt,tf_idfBNC_filt.slice.n.5.txt,0.8614182390474208
n,slice.n.2,slice.n.6,piece.n.8,slice.n.6,a serving that has been cut from a larger portion,a serving that has been cut from a larger portion,a spatula for spreading paint or ink,a spatula for spreading paint or ink,tf_idfBNC_filt.piece.n.8.txt,tf_idfBNC_filt.slice.n.6.txt,0.7836353421415329
n,slice.n.3,slice.n.5,cut.n.5,slice.n.5,a wound made by cutting,a wound made by cutting,a thin flat piece cut off of some object,a thin flat piece cut off of some object,tf_idfBNC_filt.cut.n.5.txt,tf_idfBNC_filt.slice.n.5.txt,0.7610804962764424
n,slice.n.3,slice.n.6,cut.n.5,slice.n.6,a wound made by cutting,a wound made by cutting,a spatula for spreading paint or ink,a spatula for spreading paint or ink,tf_idfBNC_filt.cut.n.5.txt,tf_idfBNC_filt.slice.n.6.txt,0.8387911355645767
n,slice.n.5,slice.n.6,slice.n.5,slice.n.6,a thin flat piece cut off of some object,a thin flat piece cut off of some object,a spatula for spreading paint or ink,a spatula for spreading paint or ink,tf_idfBNC_filt.slice.n.5.txt,tf_idfBNC_filt.slice.n.6.txt,0.79546615529583
n,core.n.2,core.n.9,core.n.1,core.n.8,a small group of indispensable persons or things,a small group of indispensable persons or things,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,tf_idfBNC_filt.core.n.1.txt,tf_idfBNC_filt.core.n.8.txt,0.7947952365495249
n,core.n.2,core.n.1,core.n.1,core.n.2,a small group of indispensable persons or things,a small group of indispensable persons or things,the center of an object,the center of an object,tf_idfBNC_filt.core.n.1.txt,tf_idfBNC_filt.core.n.2.txt,0.840868913862504
n,core.n.2,core.n.3,core.n.1,core.n.3,a small group of indispensable persons or things,a small group of indispensable persons or things,the central part of the Earth,the central part of the earth,tf_idfBNC_filt.core.n.1.txt,tf_idfBNC_filt.core.n.3.txt,0.8245353508869193
n,core.n.2,core.n.4,core.n.1,kernel.n.3,a small group of indispensable persons or things,a small group of indispensable persons or things,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:,tf_idfBNC_filt.core.n.1.txt,tf_idfBNC_filt.kernel.n.3.txt,0.6831914458733856
n,core.n.2,core.n.7,core.n.1,effect.n.6,a small group of indispensable persons or things,a small group of indispensable persons or things,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work,tf_idfBNC_filt.core.n.1.txt,tf_idfBNC_filt.effect.n.6.txt,0.5722782367675527
n,core.n.9,core.n.1,core.n.8,core.n.2,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,the center of an object,the center of an object,tf_idfBNC_filt.core.n.8.txt,tf_idfBNC_filt.core.n.2.txt,0.931367461722559
n,core.n.9,core.n.3,core.n.8,core.n.3,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,the central part of the Earth,the central part of the earth,tf_idfBNC_filt.core.n.8.txt,tf_idfBNC_filt.core.n.3.txt,0.9303645211647178
n,core.n.9,core.n.4,core.n.8,kernel.n.3,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:,tf_idfBNC_filt.core.n.8.txt,tf_idfBNC_filt.kernel.n.3.txt,0.8858642985685463
n,core.n.9,core.n.7,core.n.8,effect.n.6,a bar of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,a rod of magnetic material (as soft iron) that passes through a coil and serves to increase the inductance of the coil,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work,tf_idfBNC_filt.core.n.8.txt,tf_idfBNC_filt.effect.n.6.txt,0.8574586469345611
n,core.n.1,core.n.3,core.n.2,core.n.3,the center of an object,the center of an object,the central part of the Earth,the central part of the earth,tf_idfBNC_filt.core.n.2.txt,tf_idfBNC_filt.core.n.3.txt,0.9978482850537338
n,core.n.1,core.n.4,core.n.2,kernel.n.3,the center of an object,the center of an object,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:,tf_idfBNC_filt.core.n.2.txt,tf_idfBNC_filt.kernel.n.3.txt,0.9343363225695738
n,core.n.1,core.n.7,core.n.2,effect.n.6,the center of an object,the center of an object,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work,tf_idfBNC_filt.core.n.2.txt,tf_idfBNC_filt.effect.n.6.txt,0.8644956499312157
n,core.n.3,core.n.4,core.n.3,kernel.n.3,the central part of the Earth,the central part of the earth,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:,tf_idfBNC_filt.core.n.3.txt,tf_idfBNC_filt.kernel.n.3.txt,0.9437730695822144
n,core.n.3,core.n.7,core.n.3,effect.n.6,the central part of the Earth,the central part of the earth,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work,tf_idfBNC_filt.core.n.3.txt,tf_idfBNC_filt.effect.n.6.txt,0.875369136237532
n,core.n.4,core.n.7,kernel.n.3,effect.n.6,the choicest or most essential or most vital part of some idea or experience,the choicest or most essential or most vital part of some idea or experience:,the central meaning or theme of a speech or literary work,the central meaning or theme of a speech or literary work,tf_idfBNC_filt.kernel.n.3.txt,tf_idfBNC_filt.effect.n.6.txt,0.9630458648856948
n,endeavor.n.1,endeavor.n.2,enterprise.n.1,attempt.n.1,a purposeful or industrious undertaking (especially one that requires effort or boldness),a purposeful or industrious undertaking (especially one that requires effort or boldness),earnest and conscientious activity intended to do or accomplish something,earnest and conscientious activity intended to do or accomplish something:,tf_idfBNC_filt.enterprise.n.1.txt,tf_idfBNC_filt.attempt.n.1.txt,0.7028923439958812
n,ridge.n.2,ridge.n.6,ridge.n.2,ridge.n.4,any long raised strip,any long raised strip,a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters,a beam laid along the ridge of a roof; provides attachment for upper end of rafters,tf_idfBNC_filt.ridge.n.2.txt,tf_idfBNC_filt.ridge.n.4.txt,0.8795873038989763
n,ridge.n.2,ridge.n.1,ridge.n.2,ridge.n.1,any long raised strip,any long raised strip,a long narrow natural elevation or striation,a long narrow natural elevation or striation,tf_idfBNC_filt.ridge.n.2.txt,tf_idfBNC_filt.ridge.n.1.txt,0.7782641211629688
n,ridge.n.6,ridge.n.1,ridge.n.4,ridge.n.1,a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters,a beam laid along the ridge of a roof; provides attachment for upper end of rafters,a long narrow natural elevation or striation,a long narrow natural elevation or striation,tf_idfBNC_filt.ridge.n.4.txt,tf_idfBNC_filt.ridge.n.1.txt,0.9353555408692503
n,perspective.n.1,perspective.n.2,position.n.3,perspective.n.2,a way of regarding situations or topics etc.,a way of regarding situations or topics etc.,the appearance of things relative to one another as determined by their distance from the viewer,the appearance of things relative to one another as determined by their distance from the viewer,tf_idfBNC_filt.position.n.3.txt,tf_idfBNC_filt.perspective.n.2.txt,0.8443419916329074
n,framework.n.1,framework.n.2,model.n.1,framework.n.2,a hypothetical description of a complex entity or process,a simplified description of a complex entity or process,the underlying structure,the underlying structure,tf_idfBNC_filt.model.n.1.txt,tf_idfBNC_filt.framework.n.2.txt,0.9547734032973267
n,framework.n.1,framework.n.3,model.n.1,framework.n.3,a hypothetical description of a complex entity or process,a simplified description of a complex entity or process,a structure supporting or containing something,a structure supporting or containing something,tf_idfBNC_filt.model.n.1.txt,tf_idfBNC_filt.framework.n.3.txt,0.8690589353019554
n,framework.n.2,framework.n.3,framework.n.2,framework.n.3,the underlying structure,the underlying structure,a structure supporting or containing something,a structure supporting or containing something,tf_idfBNC_filt.framework.n.2.txt,tf_idfBNC_filt.framework.n.3.txt,0.8556621591142167
