Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,dress%2:29:07::,dress.v.04,dress.v.01,dress%2:29:00::,dress#v#04,dress#v#01,00044278-v,00045989-v,,dress in a certain manner,,put on clothes,not-merged,dress#v#04-dress#v#01
v,dress%2:29:04::,dress.v.15,dress.v.13,dress%2:29:02::,dress#v#16,dress#v#14,00038340-v,00081876-v,,arrange attractively,,apply a bandage or medication to,not-merged,dress#v#16-dress#v#14
v,dress%2:29:04::,dress.v.15,dress.v.02,dress%2:29:01::,dress#v#16,dress#v#02,00038340-v,00047400-v,,arrange attractively,,provide with clothes or put clothes on,not-merged,dress#v#16-dress#v#02
v,dress%2:29:04::,dress.v.15,dress.v.10,dress%2:35:00::,dress#v#16,dress#v#10,00038340-v,01352105-v,,arrange attractively,,put a dressing on,not-merged,dress#v#16-dress#v#10
v,dress%2:29:04::,dress.v.15,dress.v.09,dress%2:35:04::,dress#v#16,dress#v#09,00038340-v,01453805-v,,arrange attractively,,provide with decoration,not-merged,dress#v#16-dress#v#09
v,dress%2:29:04::,dress.v.15,dress.v.01,dress%2:29:00::,dress#v#16,dress#v#01,00038340-v,00045989-v,,arrange attractively,,put on clothes,not-merged,dress#v#16-dress#v#01
v,dress%2:29:02::,dress.v.13,dress.v.02,dress%2:29:01::,dress#v#14,dress#v#02,00081876-v,00047400-v,,apply a bandage or medication to,,provide with clothes or put clothes on,not-merged,dress#v#14-dress#v#02
v,dress%2:29:02::,dress.v.13,dress.v.10,dress%2:35:00::,dress#v#14,dress#v#10,00081876-v,01352105-v,,apply a bandage or medication to,,put a dressing on,not-merged,dress#v#14-dress#v#10
v,dress%2:29:02::,dress.v.13,dress.v.09,dress%2:35:04::,dress#v#14,dress#v#09,00081876-v,01453805-v,,apply a bandage or medication to,,provide with decoration,not-merged,dress#v#14-dress#v#09
v,dress%2:29:02::,dress.v.13,dress.v.01,dress%2:29:00::,dress#v#14,dress#v#01,00081876-v,00045989-v,,apply a bandage or medication to,,put on clothes,not-merged,dress#v#14-dress#v#01
v,dress%2:29:01::,dress.v.02,dress.v.10,dress%2:35:00::,dress#v#02,dress#v#10,00047400-v,01352105-v,,provide with clothes or put clothes on,,put a dressing on,not-merged,dress#v#02-dress#v#10
v,dress%2:29:01::,dress.v.02,dress.v.09,dress%2:35:04::,dress#v#02,dress#v#09,00047400-v,01453805-v,,provide with clothes or put clothes on,,provide with decoration,not-merged,dress#v#02-dress#v#09
v,dress%2:29:01::,dress.v.02,dress.v.01,dress%2:29:00::,dress#v#02,dress#v#01,00047400-v,00045989-v,,provide with clothes or put clothes on,,put on clothes,not-merged,dress#v#02-dress#v#01
v,dress%2:35:00::,dress.v.10,dress.v.09,dress%2:35:04::,dress#v#10,dress#v#09,01352105-v,01453805-v,,put a dressing on,,provide with decoration,not-merged,dress#v#10-dress#v#09
v,dress%2:35:00::,dress.v.10,dress.v.01,dress%2:29:00::,dress#v#10,dress#v#01,01352105-v,00045989-v,,put a dressing on,,put on clothes,not-merged,dress#v#10-dress#v#01
v,dress%2:35:04::,dress.v.09,dress.v.01,dress%2:29:00::,dress#v#09,dress#v#01,01453805-v,00045989-v,,provide with decoration,,put on clothes,not-merged,dress#v#09-dress#v#01
n,material%1:27:00::,material.n.01,material.n.02,material%1:10:00::,material#n#01,material#n#02,14387488-n,06547258-n,,the tangible substance that goes into the makeup of a physical object,,information (data or ideas or observations) that can be used or reworked into a finished form,not-merged,material#n#01-material#n#02
n,material%1:27:00::,material.n.01,material.n.03,material%1:06:01::,material#n#01,material#n#03,14387488-n,03688697-n,,the tangible substance that goes into the makeup of a physical object,,things needed for doing or making something,merged,material#n#01-material#n#03
n,material%1:27:00::,material.n.01,material.n.05,material%1:18:00::,material#n#01,material#n#05,14387488-n,10146995-n,,the tangible substance that goes into the makeup of a physical object,,a person judged suitable for admission or employment,not-merged,material#n#01-material#n#05
n,material%1:10:00::,material.n.02,material.n.03,material%1:06:01::,material#n#02,material#n#03,06547258-n,03688697-n,,information (data or ideas or observations) that can be used or reworked into a finished form,,things needed for doing or making something,not-merged,material#n#02-material#n#03
n,material%1:10:00::,material.n.02,material.n.05,material%1:18:00::,material#n#02,material#n#05,06547258-n,10146995-n,,information (data or ideas or observations) that can be used or reworked into a finished form,,a person judged suitable for admission or employment,not-merged,material#n#02-material#n#05
n,material%1:06:01::,material.n.03,material.n.05,material%1:18:00::,material#n#03,material#n#05,03688697-n,10146995-n,,things needed for doing or making something,,a person judged suitable for admission or employment,not-merged,material#n#03-material#n#05
a,free%3:00:00::,free.a.01,free.a.06,free%3:00:01::,free#a#01,free#a#06,01102161-a,01106816-a,,able to act at will; not hampered; not under compulsion or restraint,,not held in servitude,not-merged,free#a#01-free#a#06
a,free%3:00:00::,free.a.01,free.a.02,free%3:00:02::,free#a#01,free#a#02,01102161-a,01099035-a,,able to act at will; not hampered; not under compulsion or restraint,,unconstrained or not chemically bound in a molecule or not fixed and capable of relatively unrestricted motion,not-merged,free#a#01-free#a#02
a,free%3:00:01::,free.a.06,free.a.02,free%3:00:02::,free#a#06,free#a#02,01106816-a,01099035-a,,not held in servitude,,unconstrained or not chemically bound in a molecule or not fixed and capable of relatively unrestricted motion,not-merged,free#a#06-free#a#02
n,green_bean%1:13:00::,green_bean.n.01,green_bean.n.02,green_bean%1:20:00::,green_bean#n#01,green_bean#n#02,07622409-n,12389063-n,,immature bean pod eaten as a vegetable,,a common bean plant cultivated for its slender green edible pods,merged,green_bean#n#01-green_bean#n#02
v,turn%2:38:14::,turn.v.21,turn.v.13,turn%2:42:13::,turn#v#21,turn#v#13,01933874-v,02601586-v,,"channel one's attention, interest, thought, or attention toward or away from something",,cause to change or turn into something different;assume new characteristics,not-merged,turn#v#21-turn#v#13
v,turn%2:38:14::,turn.v.21,turn.v.20,turn%2:38:13::,turn#v#21,turn#v#20,01933874-v,02071760-v,,"channel one's attention, interest, thought, or attention toward or away from something",,cause to move along an axis or into a new direction,not-merged,turn#v#21-turn#v#20
v,turn%2:38:14::,turn.v.21,turn.v.06,turn%2:38:06::,turn#v#21,turn#v#06,01933874-v,01934145-v,,"channel one's attention, interest, thought, or attention toward or away from something",,to send or let go,not-merged,turn#v#21-turn#v#06
v,turn%2:38:14::,turn.v.21,turn.v.09,turn%2:38:01::,turn#v#21,turn#v#09,01933874-v,02070745-v,,"channel one's attention, interest, thought, or attention toward or away from something",,cause to move around a center so as to show another side of,not-merged,turn#v#21-turn#v#09
v,turn%2:38:14::,turn.v.21,turn.v.05,turn%2:30:03::,turn#v#21,turn#v#05,01933874-v,00123553-v,,"channel one's attention, interest, thought, or attention toward or away from something",,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#21-turn#v#05
v,turn%2:38:14::,turn.v.21,turn.v.19,turn%2:40:13::,turn#v#21,turn#v#19,01933874-v,02191373-v,,"channel one's attention, interest, thought, or attention toward or away from something",,get by buying and selling,not-merged,turn#v#21-turn#v#19
v,turn%2:38:14::,turn.v.21,turn.v.01,turn%2:38:00::,turn#v#21,turn#v#01,01933874-v,01889339-v,,"channel one's attention, interest, thought, or attention toward or away from something",,"change orientation or direction, also in the abstract sense",not-merged,turn#v#21-turn#v#01
v,turn%2:38:14::,turn.v.21,turn.v.04,turn%2:38:02::,turn#v#21,turn#v#04,01933874-v,02071309-v,,"channel one's attention, interest, thought, or attention toward or away from something",,cause to move around or rotate,not-merged,turn#v#21-turn#v#04
v,turn%2:38:14::,turn.v.21,turn.v.07,turn%2:38:03::,turn#v#21,turn#v#07,01933874-v,01891893-v,,"channel one's attention, interest, thought, or attention toward or away from something",,pass to the other side of,not-merged,turn#v#21-turn#v#07
v,turn%2:38:14::,turn.v.21,turn.v.24,turn%2:33:13::,turn#v#21,turn#v#24,01933874-v,01140908-v,,"channel one's attention, interest, thought, or attention toward or away from something",,direct at someone,not-merged,turn#v#21-turn#v#24
v,turn%2:42:13::,turn.v.13,turn.v.20,turn%2:38:13::,turn#v#13,turn#v#20,02601586-v,02071760-v,,cause to change or turn into something different;assume new characteristics,,cause to move along an axis or into a new direction,not-merged,turn#v#13-turn#v#20
v,turn%2:42:13::,turn.v.13,turn.v.06,turn%2:38:06::,turn#v#13,turn#v#06,02601586-v,01934145-v,,cause to change or turn into something different;assume new characteristics,,to send or let go,not-merged,turn#v#13-turn#v#06
v,turn%2:42:13::,turn.v.13,turn.v.09,turn%2:38:01::,turn#v#13,turn#v#09,02601586-v,02070745-v,,cause to change or turn into something different;assume new characteristics,,cause to move around a center so as to show another side of,not-merged,turn#v#13-turn#v#09
v,turn%2:42:13::,turn.v.13,turn.v.05,turn%2:30:03::,turn#v#13,turn#v#05,02601586-v,00123553-v,,cause to change or turn into something different;assume new characteristics,,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#13-turn#v#05
v,turn%2:42:13::,turn.v.13,turn.v.19,turn%2:40:13::,turn#v#13,turn#v#19,02601586-v,02191373-v,,cause to change or turn into something different;assume new characteristics,,get by buying and selling,not-merged,turn#v#13-turn#v#19
v,turn%2:42:13::,turn.v.13,turn.v.01,turn%2:38:00::,turn#v#13,turn#v#01,02601586-v,01889339-v,,cause to change or turn into something different;assume new characteristics,,"change orientation or direction, also in the abstract sense",not-merged,turn#v#13-turn#v#01
v,turn%2:42:13::,turn.v.13,turn.v.04,turn%2:38:02::,turn#v#13,turn#v#04,02601586-v,02071309-v,,cause to change or turn into something different;assume new characteristics,,cause to move around or rotate,not-merged,turn#v#13-turn#v#04
v,turn%2:42:13::,turn.v.13,turn.v.07,turn%2:38:03::,turn#v#13,turn#v#07,02601586-v,01891893-v,,cause to change or turn into something different;assume new characteristics,,pass to the other side of,not-merged,turn#v#13-turn#v#07
v,turn%2:42:13::,turn.v.13,turn.v.24,turn%2:33:13::,turn#v#13,turn#v#24,02601586-v,01140908-v,,cause to change or turn into something different;assume new characteristics,,direct at someone,not-merged,turn#v#13-turn#v#24
v,turn%2:38:13::,turn.v.20,turn.v.06,turn%2:38:06::,turn#v#20,turn#v#06,02071760-v,01934145-v,,cause to move along an axis or into a new direction,,to send or let go,not-merged,turn#v#20-turn#v#06
v,turn%2:38:13::,turn.v.20,turn.v.09,turn%2:38:01::,turn#v#20,turn#v#09,02071760-v,02070745-v,,cause to move along an axis or into a new direction,,cause to move around a center so as to show another side of,not-merged,turn#v#20-turn#v#09
v,turn%2:38:13::,turn.v.20,turn.v.05,turn%2:30:03::,turn#v#20,turn#v#05,02071760-v,00123553-v,,cause to move along an axis or into a new direction,,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#20-turn#v#05
v,turn%2:38:13::,turn.v.20,turn.v.19,turn%2:40:13::,turn#v#20,turn#v#19,02071760-v,02191373-v,,cause to move along an axis or into a new direction,,get by buying and selling,not-merged,turn#v#20-turn#v#19
v,turn%2:38:13::,turn.v.20,turn.v.01,turn%2:38:00::,turn#v#20,turn#v#01,02071760-v,01889339-v,,cause to move along an axis or into a new direction,,"change orientation or direction, also in the abstract sense",not-merged,turn#v#20-turn#v#01
v,turn%2:38:13::,turn.v.20,turn.v.04,turn%2:38:02::,turn#v#20,turn#v#04,02071760-v,02071309-v,,cause to move along an axis or into a new direction,,cause to move around or rotate,not-merged,turn#v#20-turn#v#04
v,turn%2:38:13::,turn.v.20,turn.v.07,turn%2:38:03::,turn#v#20,turn#v#07,02071760-v,01891893-v,,cause to move along an axis or into a new direction,,pass to the other side of,not-merged,turn#v#20-turn#v#07
v,turn%2:38:13::,turn.v.20,turn.v.24,turn%2:33:13::,turn#v#20,turn#v#24,02071760-v,01140908-v,,cause to move along an axis or into a new direction,,direct at someone,not-merged,turn#v#20-turn#v#24
v,turn%2:38:06::,turn.v.06,turn.v.09,turn%2:38:01::,turn#v#06,turn#v#09,01934145-v,02070745-v,,to send or let go,,cause to move around a center so as to show another side of,not-merged,turn#v#06-turn#v#09
v,turn%2:38:06::,turn.v.06,turn.v.05,turn%2:30:03::,turn#v#06,turn#v#05,01934145-v,00123553-v,,to send or let go,,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#06-turn#v#05
v,turn%2:38:06::,turn.v.06,turn.v.19,turn%2:40:13::,turn#v#06,turn#v#19,01934145-v,02191373-v,,to send or let go,,get by buying and selling,not-merged,turn#v#06-turn#v#19
v,turn%2:38:06::,turn.v.06,turn.v.01,turn%2:38:00::,turn#v#06,turn#v#01,01934145-v,01889339-v,,to send or let go,,"change orientation or direction, also in the abstract sense",not-merged,turn#v#06-turn#v#01
v,turn%2:38:06::,turn.v.06,turn.v.04,turn%2:38:02::,turn#v#06,turn#v#04,01934145-v,02071309-v,,to send or let go,,cause to move around or rotate,not-merged,turn#v#06-turn#v#04
v,turn%2:38:06::,turn.v.06,turn.v.07,turn%2:38:03::,turn#v#06,turn#v#07,01934145-v,01891893-v,,to send or let go,,pass to the other side of,not-merged,turn#v#06-turn#v#07
v,turn%2:38:06::,turn.v.06,turn.v.24,turn%2:33:13::,turn#v#06,turn#v#24,01934145-v,01140908-v,,to send or let go,,direct at someone,not-merged,turn#v#06-turn#v#24
v,turn%2:38:01::,turn.v.09,turn.v.05,turn%2:30:03::,turn#v#09,turn#v#05,02070745-v,00123553-v,,cause to move around a center so as to show another side of,,"pass into a condition gradually, take on a specific property or attribute; become",not-merged,turn#v#09-turn#v#05
v,turn%2:38:01::,turn.v.09,turn.v.19,turn%2:40:13::,turn#v#09,turn#v#19,02070745-v,02191373-v,,cause to move around a center so as to show another side of,,get by buying and selling,not-merged,turn#v#09-turn#v#19
v,turn%2:38:01::,turn.v.09,turn.v.01,turn%2:38:00::,turn#v#09,turn#v#01,02070745-v,01889339-v,,cause to move around a center so as to show another side of,,"change orientation or direction, also in the abstract sense",not-merged,turn#v#09-turn#v#01
v,turn%2:38:01::,turn.v.09,turn.v.04,turn%2:38:02::,turn#v#09,turn#v#04,02070745-v,02071309-v,,cause to move around a center so as to show another side of,,cause to move around or rotate,not-merged,turn#v#09-turn#v#04
v,turn%2:38:01::,turn.v.09,turn.v.07,turn%2:38:03::,turn#v#09,turn#v#07,02070745-v,01891893-v,,cause to move around a center so as to show another side of,,pass to the other side of,not-merged,turn#v#09-turn#v#07
v,turn%2:38:01::,turn.v.09,turn.v.24,turn%2:33:13::,turn#v#09,turn#v#24,02070745-v,01140908-v,,cause to move around a center so as to show another side of,,direct at someone,not-merged,turn#v#09-turn#v#24
v,turn%2:30:03::,turn.v.05,turn.v.19,turn%2:40:13::,turn#v#05,turn#v#19,00123553-v,02191373-v,,"pass into a condition gradually, take on a specific property or attribute; become",,get by buying and selling,not-merged,turn#v#05-turn#v#19
v,turn%2:30:03::,turn.v.05,turn.v.01,turn%2:38:00::,turn#v#05,turn#v#01,00123553-v,01889339-v,,"pass into a condition gradually, take on a specific property or attribute; become",,"change orientation or direction, also in the abstract sense",not-merged,turn#v#05-turn#v#01
v,turn%2:30:03::,turn.v.05,turn.v.04,turn%2:38:02::,turn#v#05,turn#v#04,00123553-v,02071309-v,,"pass into a condition gradually, take on a specific property or attribute; become",,cause to move around or rotate,not-merged,turn#v#05-turn#v#04
